,year,population,zipcode
5171,2006,7321,12018
5172,2007,7516,12018
5173,2008,7304,12018
5174,2009,7389,12018
5175,2010,7332,12018
5176,2011,7235,12018
5177,2012,7270,12018
5178,2013,7350,12018
5179,2014,7340,12018
5180,2015,7290,12018
5181,2005,14720,12019
5182,2006,14022,12019
5183,2007,14465,12019
5184,2008,14246,12019
5185,2009,14412,12019
5186,2010,14454,12019
5187,2011,14716,12019
5188,2012,14750,12019
5189,2013,14980,12019
5190,2014,14930,12019
5191,2015,15070,12019
5192,2005,29078,12020
5193,2006,28364,12020
5194,2007,30013,12020
5195,2008,29028,12020
5196,2009,29321,12020
5197,2010,29443,12020
5198,2011,29744,12020
5199,2012,29540,12020
5200,2013,29760,12020
5201,2014,29650,12020
5202,2015,30150,12020
5203,2005,972,12022
5204,2006,929,12022
5205,2007,981,12022
5206,2008,918,12022
5207,2009,880,12022
5208,2010,848,12022
5209,2011,852,12022
5210,2012,820,12022
5211,2013,800,12022
5212,2014,770,12022
5213,2015,760,12022
5214,2005,2084,12023
5215,2006,1996,12023
5216,2007,2068,12023
5217,2008,1928,12023
5218,2009,1972,12023
5219,2010,1946,12023
5220,2011,1927,12023
5221,2012,1920,12023
5222,2013,1960,12023
5223,2014,1890,12023
5224,2015,1900,12023
5225,2005,153,12024
5226,2006,127,12024
5227,2007,123,12024
5228,2005,5383,12025
5229,2006,5256,12025
5230,2007,5569,12025
5231,2008,5262,12025
5232,2009,5194,12025
5233,2010,5231,12025
5234,2011,5184,12025
5235,2012,5120,12025
5236,2013,5100,12025
5237,2014,5110,12025
5238,2015,5070,12025
5239,2005,4256,12027
5240,2006,4052,12027
5241,2007,4098,12027
5242,2008,4071,12027
5243,2009,4076,12027
5244,2010,4058,12027
5245,2011,4109,12027
5246,2012,3980,12027
5247,2013,3990,12027
5248,2014,3990,12027
5249,2015,3970,12027
5250,2005,1200,12028
5251,2006,1154,12028
5252,2007,1220,12028
5253,2008,1137,12028
5254,2009,1112,12028
5255,2010,1150,12028
5256,2011,1171,12028
5257,2012,1120,12028
5258,2013,1130,12028
5259,2014,1160,12028
5260,2015,1070,12028
5261,2005,990,12029
5262,2006,918,12029
5263,2007,927,12029
5264,2008,945,12029
5265,2009,895,12029
5266,2010,906,12029
5267,2011,909,12029
5268,2012,910,12029
5269,2013,890,12029
5270,2014,900,12029
5271,2015,880,12029
5272,2005,268,12031
5273,2006,242,12031
5274,2007,269,12031
5275,2009,274,12031
5276,2010,236,12031
5277,2011,221,12031
5278,2012,220,12031
5279,2013,210,12031
5280,2014,190,12031
5281,2015,220,12031
5282,2005,1018,12032
5283,2006,972,12032
5284,2007,1029,12032
5285,2008,934,12032
5286,2009,911,12032
5287,2010,902,12032
5288,2011,891,12032
5289,2012,880,12032
5290,2013,870,12032
5291,2014,860,12032
5292,2015,840,12032
5293,2005,7873,12033
5294,2006,7488,12033
5295,2007,7840,12033
5296,2008,7477,12033
5297,2009,7527,12033
5298,2010,7366,12033
5299,2011,7468,12033
5300,2012,7480,12033
5301,2013,7500,12033
5302,2014,7410,12033
5303,2015,7470,12033
5304,2005,921,12035
5305,2006,909,12035
5306,2007,985,12035
5307,2008,875,12035
5308,2009,810,12035
5309,2010,815,12035
5310,2011,769,12035
5311,2012,760,12035
5312,2013,770,12035
5313,2014,750,12035
5314,2015,760,12035
5315,2005,244,12036
5316,2006,222,12036
5317,2007,266,12036
5318,2009,233,12036
5319,2010,238,12036
5320,2011,229,12036
5321,2012,220,12036
5322,2005,3465,12037
5323,2006,3283,12037
5324,2007,3614,12037
5325,2008,3258,12037
5326,2009,3231,12037
5327,2010,3171,12037
5328,2011,3261,12037
5329,2012,3210,12037
5330,2013,3120,12037
5331,2014,3110,12037
5332,2015,3180,12037
5333,2005,559,12041
5334,2006,527,12041
5335,2007,557,12041
5336,2008,552,12041
5337,2009,583,12041
5338,2010,570,12041
5339,2011,530,12041
5340,2012,500,12041
5341,2013,510,12041
5342,2014,510,12041
5343,2015,470,12041
5344,2005,483,12042
5345,2006,438,12042
5346,2007,472,12042
5347,2009,465,12042
5348,2010,445,12042
5349,2011,456,12042
5350,2012,450,12042
5351,2013,420,12042
5352,2014,420,12042
5353,2015,420,12042
5354,2005,6224,12043
5355,2006,6010,12043
5356,2007,6510,12043
5357,2008,5920,12043
5358,2009,5882,12043
5359,2010,5842,12043
5360,2011,5827,12043
5361,2012,5740,12043
5362,2013,5640,12043
5363,2014,5740,12043
5364,2015,5730,12043
5365,2005,721,12046
5366,2006,684,12046
5367,2007,719,12046
5368,2008,684,12046
5369,2009,664,12046
5370,2010,656,12046
5371,2011,637,12046
5372,2012,660,12046
5373,2013,630,12046
5374,2014,570,12046
5375,2015,590,12046
5376,2005,16824,12047
5377,2006,16337,12047
5378,2007,17928,12047
5379,2008,16790,12047
5380,2009,16751,12047
5381,2010,16862,12047
5382,2011,17010,12047
5383,2012,17120,12047
5384,2013,17290,12047
5385,2014,17620,12047
5386,2015,18020,12047
5387,2005,3337,12051
5388,2006,3298,12051
5389,2007,3488,12051
5390,2008,3260,12051
5391,2009,3223,12051
5392,2010,3222,12051
5393,2011,3208,12051
5394,2012,3220,12051
5395,2013,3210,12051
5396,2014,3150,12051
5397,2015,3160,12051
5398,2005,1415,12052
5399,2006,1332,12052
5400,2007,1428,12052
5401,2008,1369,12052
5402,2009,1399,12052
5403,2010,1407,12052
5404,2011,1406,12052
5405,2012,1390,12052
5406,2013,1360,12052
5407,2014,1390,12052
5408,2015,1370,12052
5409,2005,4390,12053
5410,2006,4255,12053
5411,2007,4419,12053
5412,2008,4219,12053
5413,2009,4202,12053
5414,2010,4168,12053
5415,2011,4184,12053
5416,2012,4150,12053
5417,2013,4110,12053
5418,2014,4090,12053
5419,2015,4120,12053
5420,2005,17860,12054
5421,2006,16715,12054
5422,2007,17069,12054
5423,2008,16765,12054
5424,2009,16728,12054
5425,2010,16794,12054
5426,2011,16803,12054
5427,2012,16620,12054
5428,2013,16890,12054
5429,2014,16710,12054
5430,2015,16810,12054
5431,2005,2347,12056
5432,2006,2278,12056
5433,2007,2339,12056
5434,2008,2297,12056
5435,2009,2289,12056
5436,2010,2332,12056
5437,2011,2328,12056
5438,2012,2220,12056
5439,2013,2250,12056
5440,2014,2250,12056
5441,2015,2220,12056
5442,2005,1629,12057
5443,2006,1554,12057
5444,2007,1623,12057
5445,2008,1569,12057
5446,2009,1512,12057
5447,2010,1543,12057
5448,2011,1532,12057
5449,2012,1510,12057
5450,2013,1530,12057
5451,2014,1510,12057
5452,2015,1500,12057
5453,2005,1336,12058
5454,2006,1293,12058
5455,2007,1409,12058
5456,2008,1323,12058
5457,2009,1289,12058
5458,2010,1293,12058
5459,2011,1255,12058
5460,2012,1240,12058
5461,2013,1240,12058
5462,2014,1250,12058
5463,2015,1220,12058
5464,2005,1674,12059
5465,2006,1561,12059
5466,2007,1640,12059
5467,2008,1553,12059
5468,2009,1521,12059
5469,2010,1535,12059
5470,2011,1525,12059
5471,2012,1510,12059
5472,2013,1490,12059
5473,2014,1410,12059
5474,2015,1420,12059
5475,2005,1268,12060
5476,2006,1202,12060
5477,2007,1241,12060
5478,2008,1234,12060
5479,2009,1223,12060
5480,2010,1244,12060
5481,2011,1240,12060
5482,2012,1250,12060
5483,2013,1260,12060
5484,2014,1190,12060
5485,2015,1210,12060
5486,2005,8746,12061
5487,2006,8535,12061
5488,2007,8920,12061
5489,2008,8785,12061
5490,2009,8845,12061
5491,2010,8880,12061
5492,2011,8849,12061
5493,2012,8940,12061
5494,2013,8980,12061
5495,2014,9060,12061
5496,2015,9130,12061
5497,2005,1671,12062
5498,2006,1621,12062
5499,2007,1686,12062
5500,2008,1577,12062
5501,2009,1598,12062
5502,2010,1569,12062
5503,2011,1514,12062
5504,2012,1560,12062
5505,2013,1550,12062
5506,2014,1570,12062
5507,2015,1580,12062
5508,2005,631,12063
5509,2006,585,12063
5510,2007,607,12063
5511,2008,603,12063
5512,2009,581,12063
5513,2010,570,12063
5514,2011,538,12063
5515,2012,540,12063
5516,2013,520,12063
5517,2014,510,12063
5518,2015,530,12063
5519,2005,448,12064
5520,2006,441,12064
5521,2007,499,12064
5522,2009,484,12064
5523,2010,443,12064
5524,2011,414,12064
5525,2012,420,12064
5526,2013,430,12064
5527,2014,400,12064
5528,2015,390,12064
5529,2005,42092,12065
5530,2006,40017,12065
5531,2007,41644,12065
5532,2008,40588,12065
5533,2009,40829,12065
5534,2010,41270,12065
5535,2011,41367,12065
5536,2012,41280,12065
5537,2013,41650,12065
5538,2014,41830,12065
5539,2015,41920,12065
5540,2005,2068,12066
5541,2006,1953,12066
5542,2007,2072,12066
5543,2008,2009,12066
5544,2009,2003,12066
5545,2010,1946,12066
5546,2011,1932,12066
5547,2012,1880,12066
5548,2013,1870,12066
5549,2014,1850,12066
5550,2015,1830,12066
5551,2005,1499,12067
5552,2006,1405,12067
5553,2007,1505,12067
5554,2008,1399,12067
5555,2009,1382,12067
5556,2010,1404,12067
5557,2011,1399,12067
5558,2012,1420,12067
5559,2013,1420,12067
5560,2014,1400,12067
5561,2015,1400,12067
5562,2005,2871,12068
5563,2006,2745,12068
5564,2007,3052,12068
5565,2008,2786,12068
5566,2009,2684,12068
5567,2010,2655,12068
5568,2011,2715,12068
5569,2012,2680,12068
5570,2013,2680,12068
5571,2014,2670,12068
5572,2015,2600,12068
5573,2005,1385,12070
5574,2006,1356,12070
5575,2007,1380,12070
5576,2008,1351,12070
5577,2009,1302,12070
5578,2010,1301,12070
5579,2011,1273,12070
5580,2012,1210,12070
5581,2013,1220,12070
5582,2014,1230,12070
5583,2015,1250,12070
5584,2005,291,12071
5585,2006,285,12071
5586,2007,286,12071
5587,2009,277,12071
5588,2010,272,12071
5589,2011,262,12071
5590,2012,270,12071
5591,2013,250,12071
5592,2014,250,12071
5593,2015,240,12071
5594,2005,2429,12072
5595,2006,2446,12072
5596,2007,2639,12072
5597,2008,2475,12072
5598,2009,2410,12072
5599,2010,2437,12072
5600,2011,2378,12072
5601,2012,2410,12072
5602,2013,2390,12072
5603,2014,2360,12072
5604,2015,2400,12072
5605,2005,2959,12074
5606,2006,2825,12074
5607,2007,3020,12074
5608,2008,2800,12074
5609,2009,2815,12074
5610,2010,2880,12074
5611,2011,2885,12074
5612,2012,2770,12074
5613,2013,2770,12074
5614,2014,2750,12074
5615,2015,2810,12074
5616,2005,3058,12075
5617,2006,2871,12075
5618,2007,3017,12075
5619,2008,2898,12075
5620,2009,2920,12075
5621,2010,2889,12075
5622,2011,2825,12075
5623,2012,2880,12075
5624,2013,2810,12075
5625,2014,2810,12075
5626,2015,2850,12075
5627,2005,1154,12076
5628,2006,1083,12076
5629,2007,1185,12076
5630,2008,1120,12076
5631,2009,1100,12076
5632,2010,1164,12076
5633,2011,1110,12076
5634,2012,1100,12076
5635,2013,1100,12076
5636,2014,1070,12076
5637,2015,1040,12076
5638,2005,6355,12077
5639,2006,6081,12077
5640,2007,6179,12077
5641,2008,6056,12077
5642,2009,6075,12077
5643,2010,6094,12077
5644,2011,6049,12077
5645,2012,6090,12077
5646,2013,6130,12077
5647,2014,6090,12077
5648,2015,6100,12077
5649,2005,20116,12078
5650,2006,19891,12078
5651,2007,22252,12078
5652,2008,19843,12078
5653,2009,19460,12078
5654,2010,19355,12078
5655,2011,19209,12078
5656,2012,18730,12078
5657,2013,18780,12078
5658,2014,18490,12078
5659,2015,18350,12078
5660,2005,3613,12083
5661,2006,3507,12083
5662,2007,3729,12083
5663,2008,3529,12083
5664,2009,3445,12083
5665,2010,3467,12083
5666,2011,3473,12083
5667,2012,3550,12083
5668,2013,3460,12083
5669,2014,3510,12083
5670,2015,3420,12083
5671,2005,4142,12084
5672,2006,3883,12084
5673,2007,4071,12084
5674,2008,3864,12084
5675,2009,4044,12084
5676,2010,4030,12084
5677,2011,4096,12084
5678,2012,4050,12084
5679,2013,4080,12084
5680,2014,4240,12084
5681,2015,4380,12084
5682,2005,473,12085
5683,2006,415,12085
5684,2007,485,12085
5685,2008,441,12085
5686,2009,433,12085
5687,2010,410,12085
5688,2011,382,12085
5689,2012,390,12085
5690,2013,380,12085
5691,2014,360,12085
5692,2015,330,12085
5693,2005,1901,12086
5694,2006,1844,12086
5695,2007,1965,12086
5696,2008,1830,12086
5697,2009,1783,12086
5698,2010,1779,12086
5699,2011,1727,12086
5700,2012,1720,12086
5701,2013,1660,12086
5702,2014,1650,12086
5703,2015,1590,12086
5704,2005,1195,12087
5705,2006,1191,12087
5706,2007,1279,12087
5707,2008,1188,12087
5708,2009,1179,12087
5709,2010,1185,12087
5710,2011,1177,12087
5711,2012,1180,12087
5712,2013,1110,12087
5713,2014,1140,12087
5714,2015,1080,12087
5715,2005,5541,12090
5716,2006,5346,12090
5717,2007,5843,12090
5718,2008,5272,12090
5719,2009,5295,12090
5720,2010,5256,12090
5721,2011,5137,12090
5722,2012,5100,12090
5723,2013,5080,12090
5724,2014,5100,12090
5725,2015,5120,12090
5726,2005,1101,12092
5727,2006,1071,12092
5728,2007,1175,12092
5729,2008,1101,12092
5730,2009,1109,12092
5731,2010,1057,12092
5732,2011,1027,12092
5733,2012,990,12092
5734,2013,1010,12092
5735,2014,1010,12092
5736,2015,1040,12092
5737,2005,1389,12093
5738,2006,1341,12093
5739,2007,1465,12093
5740,2008,1360,12093
5741,2009,1304,12093
5742,2010,1348,12093
5743,2011,1362,12093
5744,2012,1320,12093
5745,2013,1350,12093
5746,2014,1280,12093
5747,2015,1250,12093
5748,2005,2184,12094
5749,2006,2119,12094
5750,2007,2202,12094
5751,2008,2149,12094
5752,2009,2168,12094
5753,2010,2183,12094
5754,2011,2167,12094
5755,2012,2090,12094
5756,2013,2090,12094
5757,2014,2100,12094
5758,2015,2100,12094
5759,2005,11078,12095
5760,2006,10873,12095
5761,2007,11889,12095
5762,2008,10839,12095
5763,2009,10771,12095
5764,2010,10532,12095
5765,2011,10657,12095
5766,2012,10540,12095
5767,2013,10320,12095
5768,2014,10290,12095
5769,2015,10200,12095
5770,2005,2602,12106
5771,2006,2423,12106
5772,2007,2514,12106
5773,2008,2354,12106
5774,2009,2399,12106
5775,2010,2344,12106
5776,2011,2378,12106
5777,2012,2370,12106
5778,2013,2360,12106
5779,2014,2300,12106
5780,2015,2340,12106
5781,2005,456,12108
5782,2006,443,12108
5783,2007,428,12108
5784,2009,397,12108
5785,2010,394,12108
5786,2011,404,12108
5787,2012,390,12108
5788,2013,410,12108
5789,2014,390,12108
5790,2015,370,12108
5791,2005,19411,12110
5792,2006,18378,12110
5793,2007,19417,12110
5794,2008,18406,12110
5795,2009,18404,12110
5796,2010,18425,12110
5797,2011,18679,12110
5798,2012,18400,12110
5799,2013,18320,12110
5800,2014,18460,12110
5801,2015,18440,12110
5802,2005,153,12115
5803,2006,152,12115
5804,2007,139,12115
5805,2005,1595,12116
5806,2006,1555,12116
5807,2007,1705,12116
5808,2008,1575,12116
5809,2009,1512,12116
5810,2010,1561,12116
5811,2011,1573,12116
5812,2012,1510,12116
5813,2013,1480,12116
5814,2014,1470,12116
5815,2015,1440,12116
5816,2005,3198,12117
5817,2006,3107,12117
5818,2007,3313,12117
5819,2008,3042,12117
5820,2009,2947,12117
5821,2010,2981,12117
5822,2011,2956,12117
5823,2012,2860,12117
5824,2013,2790,12117
5825,2014,2750,12117
5826,2015,2720,12117
5827,2005,12102,12118
5828,2006,12022,12118
5829,2007,13110,12118
5830,2008,12746,12118
5831,2009,12956,12118
5832,2010,13067,12118
5833,2011,13610,12118
5834,2012,13890,12118
5835,2013,14080,12118
5836,2014,14110,12118
5837,2015,14250,12118
5838,2005,558,12120
5839,2006,525,12120
5840,2007,547,12120
5841,2008,513,12120
5842,2009,514,12120
5843,2010,520,12120
5844,2011,530,12120
5845,2012,520,12120
5846,2013,530,12120
5847,2014,520,12120
5848,2015,540,12120
5849,2005,1954,12121
5850,2006,1884,12121
5851,2007,1964,12121
5852,2008,1930,12121
5853,2009,1858,12121
5854,2010,1834,12121
5855,2011,1800,12121
5856,2012,1840,12121
5857,2013,1760,12121
5858,2014,1810,12121
5859,2015,1790,12121
5860,2005,3980,12122
5861,2006,3876,12122
5862,2007,4193,12122
5863,2008,3843,12122
5864,2009,3690,12122
5865,2010,3720,12122
5866,2011,3605,12122
5867,2012,3590,12122
5868,2013,3450,12122
5869,2014,3420,12122
5870,2015,3470,12122
5871,2005,5007,12123
5872,2006,4791,12123
5873,2007,5060,12123
5874,2008,4744,12123
5875,2009,4748,12123
5876,2010,4787,12123
5877,2011,4788,12123
5878,2012,4760,12123
5879,2013,4730,12123
5880,2014,4710,12123
5881,2015,4720,12123
5882,2005,1354,12125
5883,2006,1309,12125
5884,2007,1419,12125
5885,2008,1303,12125
5886,2009,1261,12125
5887,2010,1273,12125
5888,2011,1317,12125
5889,2012,1250,12125
5890,2013,1260,12125
5891,2014,1230,12125
5892,2015,1240,12125
5893,2005,1095,12130
5894,2006,1049,12130
5895,2007,1134,12130
5896,2008,1052,12130
5897,2009,1014,12130
5898,2010,1034,12130
5899,2011,998,12130
5900,2012,950,12130
5901,2013,990,12130
5902,2014,910,12130
5903,2015,890,12130
5904,2005,234,12131
5905,2006,223,12131
5906,2007,227,12131
5907,2009,219,12131
5908,2010,199,12131
5909,2011,181,12131
5910,2012,190,12131
5911,2013,190,12131
5912,2014,180,12131
5913,2015,180,12131
5914,2005,3439,12134
5915,2006,3430,12134
5916,2007,3648,12134
5917,2008,3371,12134
5918,2009,3361,12134
5919,2010,3337,12134
5920,2011,3338,12134
5921,2012,3290,12134
5922,2013,3200,12134
5923,2014,3230,12134
5924,2015,3230,12134
5925,2005,869,12136
5926,2006,789,12136
5927,2007,830,12136
5928,2008,805,12136
5929,2009,820,12136
5930,2010,823,12136
5931,2011,795,12136
5932,2012,740,12136
5933,2013,780,12136
5934,2014,770,12136
5935,2015,770,12136
5936,2005,1782,12137
5937,2006,1700,12137
5938,2007,1769,12137
5939,2008,1738,12137
5940,2009,1663,12137
5941,2010,1639,12137
5942,2011,1625,12137
5943,2012,1610,12137
5944,2013,1590,12137
5945,2014,1600,12137
5946,2015,1570,12137
5947,2005,2677,12138
5948,2006,2649,12138
5949,2007,2862,12138
5950,2008,2692,12138
5951,2009,2638,12138
5952,2010,2627,12138
5953,2011,2620,12138
5954,2012,2650,12138
5955,2013,2560,12138
5956,2014,2590,12138
5957,2015,2590,12138
5958,2005,241,12139
5959,2006,238,12139
5960,2007,255,12139
5961,2009,243,12139
5962,2010,231,12139
5963,2011,221,12139
5964,2012,230,12139
5965,2013,230,12139
5966,2014,220,12139
5967,2015,210,12139
5968,2005,1719,12140
5969,2006,1622,12140
5970,2007,1769,12140
5971,2008,1676,12140
5972,2009,1691,12140
5973,2010,1710,12140
5974,2011,1689,12140
5975,2012,1690,12140
5976,2013,1710,12140
5977,2014,1700,12140
5978,2015,1690,12140
5979,2005,5105,12143
5980,2006,4859,12143
5981,2007,5005,12143
5982,2008,4744,12143
5983,2009,4665,12143
5984,2010,4596,12143
5985,2011,4621,12143
5986,2012,4590,12143
5987,2013,4550,12143
5988,2014,4520,12143
5989,2015,4540,12143
5990,2005,18506,12144
5991,2006,17792,12144
5992,2007,18920,12144
5993,2008,18021,12144
5994,2009,18117,12144
5995,2010,18073,12144
5996,2011,18178,12144
5997,2012,18140,12144
5998,2013,18190,12144
5999,2014,18280,12144
6000,2015,18250,12144
6001,2005,611,12147
6002,2006,554,12147
6003,2007,584,12147
6004,2008,543,12147
6005,2009,547,12147
6006,2010,558,12147
6007,2011,546,12147
6008,2012,530,12147
6009,2013,530,12147
6010,2014,520,12147
6011,2015,520,12147
6012,2005,4735,12148
6013,2006,4540,12148
6014,2007,4675,12148
6015,2008,4586,12148
6016,2009,4665,12148
6017,2010,4682,12148
6018,2011,4752,12148
6019,2012,4800,12148
6020,2013,4900,12148
6021,2014,4840,12148
6022,2015,4800,12148
6023,2005,1923,12149
6024,2006,1891,12149
6025,2007,1998,12149
6026,2008,1880,12149
6027,2009,1872,12149
6028,2010,1839,12149
6029,2011,1837,12149
6030,2012,1830,12149
6031,2013,1900,12149
6032,2014,1880,12149
6033,2015,1840,12149
6034,2005,945,12150
6035,2006,902,12150
6036,2007,933,12150
6037,2008,879,12150
6038,2009,870,12150
6039,2010,878,12150
6040,2011,810,12150
6041,2012,810,12150
6042,2013,820,12150
6043,2014,800,12150
6044,2015,790,12150
6045,2005,824,12151
6046,2006,774,12151
6047,2007,819,12151
6048,2008,760,12151
6049,2009,759,12151
6050,2010,798,12151
6051,2011,795,12151
6052,2012,720,12151
6053,2013,750,12151
6054,2014,750,12151
6055,2015,710,12151
6056,2005,1038,12153
6057,2006,984,12153
6058,2007,966,12153
6059,2008,959,12153
6060,2009,939,12153
6061,2010,938,12153
6062,2011,932,12153
6063,2012,890,12153
6064,2013,880,12153
6065,2014,850,12153
6066,2015,820,12153
6067,2005,2853,12154
6068,2006,2734,12154
6069,2007,2870,12154
6070,2008,2772,12154
6071,2009,2826,12154
6072,2010,2788,12154
6073,2011,2782,12154
6074,2012,2740,12154
6075,2013,2760,12154
6076,2014,2700,12154
6077,2015,2650,12154
6078,2005,1579,12155
6079,2006,1530,12155
6080,2007,1583,12155
6081,2008,1522,12155
6082,2009,1467,12155
6083,2010,1467,12155
6084,2011,1422,12155
6085,2012,1450,12155
6086,2013,1480,12155
6087,2014,1400,12155
6088,2015,1450,12155
6089,2005,833,12156
6090,2006,800,12156
6091,2007,810,12156
6092,2008,785,12156
6093,2009,810,12156
6094,2010,786,12156
6095,2011,769,12156
6096,2012,800,12156
6097,2013,790,12156
6098,2014,810,12156
6099,2015,790,12156
6100,2005,3721,12157
6101,2006,3655,12157
6102,2007,3893,12157
6103,2008,3649,12157
6104,2009,3609,12157
6105,2010,3463,12157
6106,2011,3351,12157
6107,2012,3420,12157
6108,2013,3400,12157
6109,2014,3410,12157
6110,2015,3420,12157
6111,2005,6187,12158
6112,2006,5894,12158
6113,2007,6250,12158
6114,2008,5997,12158
6115,2009,6080,12158
6116,2010,6065,12158
6117,2011,6128,12158
6118,2012,6060,12158
6119,2013,6070,12158
6120,2014,6050,12158
6121,2015,6170,12158
